Hotel Name,Rating,Score Description,Date,Pros,Full Review
MADE Hotel,10,Wonderful,2024-11-01,"Pros (+) Comfortable, clean room. Loved the shower and toiletries. Friendly staff. Great happy hour.","Comfortable, clean room. Loved the shower and toiletries. Friendly staff. Great happy hour."
MADE Hotel,10,Wonderful,2024-11-01,Pros (+) Brilliant hotel in New York. The staff were so kind and helpful with all our requests and went above and beyond to accommodate us. The room was spotless and in a central location. Quiet at night and all round great stay.,Brilliant hotel in New York. The staff were so kind and helpful with all our requests and went above and beyond to accommodate us. The room was spotless and in a central location. Quiet at night and all round great stay.
MADE Hotel,,Good,2024-11-01,"Pros (+) Good shower,","Good shower,"
MADE Hotel,10,Wonderful,2024-10-01,Pros (+) The room was really well designed and the bed super comfortable.,The room was really well designed and the bed super comfortable.
MADE Hotel,9.0,Wonderful,2024-10-01,"Pros (+) Our stay at MADE Hotel in New York for my daughter’s birthday was truly unforgettable. From the moment we arrived, the hotel exceeded our expectations. The room was beautiful, featuring a private terrace, and it was kept impeccably clean throughout our stay. One of the standout gestures was the incredibly generous late checkout—at 10 PM—which made our final day in the city so much more relaxing. A...","Our stay at MADE Hotel in New York for my daughter’s birthday was truly unforgettable. From the moment we arrived, the hotel exceeded our expectations. The room was beautiful, featuring a private terrace, and it was kept impeccably clean throughout our stay. One of the standout gestures was the incredibly generous late checkout—at 10 PM—which made our final day in the city so much more relaxing. A..."
MADE Hotel,9.0,Wonderful,2024-10-01,"Pros (+) Great location, easy access to subway station on 28th St. Free coffee 24/7 a godsend. Wine hour 5-6 pm","Great location, easy access to subway station on 28th St. Free coffee 24/7 a godsend. Wine hour 5-6 pm"
MADE Hotel,,Okay,2024-10-01,Pros (+) MADE is 1 block from the subway for Uptown and Downtown therefore the location was great. It was quiet unlike uptown Times Square. It’s got a very good vibe to it.,MADE is 1 block from the subway for Uptown and Downtown therefore the location was great. It was quiet unlike uptown Times Square. It’s got a very good vibe to it.
MADE Hotel,,Okay,2024-10-01,Pros (+) The location is good,The location is good
Hotel Riu Plaza New York Times Square,,Good,2024-12-01,Pros (+) Location. Proximity ro our theater and the many restaurant choices made it ideal.,Location. Proximity ro our theater and the many restaurant choices made it ideal.
Hotel Riu Plaza New York Times Square,8.0,Very good,2024-12-01,"Pros (+) It was great location, clean, staff very nice, beds super comfy","It was great location, clean, staff very nice, beds super comfy"
Hotel Riu Plaza New York Times Square,,Good,2024-12-01,Pros (+) The cafe was fab also the Fashion bar,The cafe was fab also the Fashion bar
Hotel Riu Plaza New York Times Square,8.0,Very good,2024-12-01,"Pros (+) The hotel was clean, service was very good, view from the room was nice, breakfast was very very good","The hotel was clean, service was very good, view from the room was nice, breakfast was very very good"
Hotel Riu Plaza New York Times Square,9.0,Wonderful,2024-12-01,"Pros (+) very good breakfast menu, high diversity, very well organized, very clean premises , good place and ambiance .","very good breakfast menu, high diversity, very well organized, very clean premises , good place and ambiance ."
Hotel Riu Plaza New York Times Square,10,Wonderful,2024-12-01,"Pros (+) Wow! What a beautiful hotel. The moment we walked in, we were amazed at the beautiful modern decor and lovely Christmas decorations. The staff were very friendly and helpful. Our room was on the 23rd floor and had great views of New York. The breakfast had a huge variety and was incredibly tasty and I loved the gym, and although I was super busy doing hundreds of tourist attractions I still manage...Read more","Wow! What a beautiful hotel. The moment we walked in, we were amazed at the beautiful modern decor and lovely Christmas decorations. The staff were very friendly and helpful. Our room was on the 23rd floor and had great views of New York. The breakfast had a huge variety and was incredibly tasty and I loved the gym, and although I was super busy doing hundreds of tourist attractions I still manage..."
Hotel Riu Plaza New York Times Square,8.0,Very good,2024-12-01,"Pros (+) Breakfast great (but very crowded, however they do a good job managing this), great location.","Breakfast great (but very crowded, however they do a good job managing this), great location."
Hotel Riu Plaza New York Times Square,8.0,Very good,2024-12-01,,Needed restaurant
Hotel Riu Plaza New York Times Square,10,Wonderful,2024-12-01,Pros (+) The people,The people
Hotel Riu Plaza New York Times Square,10,Wonderful,2024-12-01,Pros (+) Wonderfull place strongly recommended,Wonderfull place strongly recommended
The William Vale,8.0,Very good,2024-12-01,Pros (+) Incredible view of the Manhattan skyline. Bed was very comfortable,Incredible view of the Manhattan skyline. Bed was very comfortable
The William Vale,10,Wonderful,2024-12-01,Pros (+) Very cool building with great views. Comfy bed and decent bedroom/bathroom/terrace space.,Very cool building with great views. Comfy bed and decent bedroom/bathroom/terrace space.
The William Vale,8.0,Very good,2024-12-01,"Pros (+) Beds are cosy, lovely toiletries, great mini bar selection, room service came twice a day and staff were so friendly and accommodating. View from the room was a Brooklyn view rather than Manhattan, but still so impressive. Upstairs bar is a really cool spot for a drink! Location is great with easy access to subway.","Beds are cosy, lovely toiletries, great mini bar selection, room service came twice a day and staff were so friendly and accommodating. View from the room was a Brooklyn view rather than Manhattan, but still so impressive. Upstairs bar is a really cool spot for a drink! Location is great with easy access to subway."
The William Vale,10,Wonderful,2024-12-01,"Pros (+) Beautifully maintained, super friendly staff, excellent location. View was amazing and love the in room coffee with real coffee cups.","Beautifully maintained, super friendly staff, excellent location. View was amazing and love the in room coffee with real coffee cups."
The William Vale,,Okay,2024-12-01,"Pros (+) Good location, spectacular views, great team there.","Good location, spectacular views, great team there."
The William Vale,10,Wonderful,2024-11-01,Pros (+) Amazing place with amazing amenities,Amazing place with amazing amenities
The William Vale,10,Wonderful,2024-11-01,"Pros (+) Fabulous location, stunning view from the rooftop bar and a lovely, comfortable room with an equally fine view. An especial mention to the welcoming and helpful staff, with a big thank you to Thiane, Tristan, and Bianca for their kindness and patience. Cheers, John","Fabulous location, stunning view from the rooftop bar and a lovely, comfortable room with an equally fine view. An especial mention to the welcoming and helpful staff, with a big thank you to Thiane, Tristan, and Bianca for their kindness and patience. Cheers, John"
The William Vale,10,Wonderful,2024-11-01,Pros (+) Very clean,Very clean
The William Vale,,Poor,2024-10-01,Pros (+) The receptionists were very polite. They provided good service. We ordered room service for breakfast. I loved the berry yogurt parfait.,The receptionists were very polite. They provided good service. We ordered room service for breakfast. I loved the berry yogurt parfait.
The William Vale,9.0,Wonderful,2024-10-01,Pros (+) Good standard,Good standard
citizenM New York Times Square,8.0,Very good,2024-12-01,Pros (+) Very nice,Very nice
citizenM New York Times Square,9.0,Wonderful,2024-12-01,Pros (+) We were greeted by Josh (I think that’s his name) and he checked us in. He was super helpful and welcoming !,We were greeted by Josh (I think that’s his name) and he checked us in. He was super helpful and welcoming !
citizenM New York Times Square,10,Wonderful,2024-12-01,"Pros (+) The decor was clean and fun, staff were really helpful and friendly and the location was great","The decor was clean and fun, staff were really helpful and friendly and the location was great"
citizenM New York Times Square,10,Wonderful,2024-12-01,"Pros (+) Location, facilities, staff, bed","Location, facilities, staff, bed"
citizenM New York Times Square,10,Wonderful,2024-11-01,"Pros (+) Everything was great! They allowed us to check in early, the room was small but worked for what we needed. The technology is great with everything controlled on a tablet and the shower is really cool! Would definitely stay here again!","Everything was great! They allowed us to check in early, the room was small but worked for what we needed. The technology is great with everything controlled on a tablet and the shower is really cool! Would definitely stay here again!"
citizenM New York Times Square,10,Wonderful,2024-11-01,Pros (+) Location was perfect for the Thanksgiving parade! Loved the decor!,Location was perfect for the Thanksgiving parade! Loved the decor!
citizenM New York Times Square,8.0,Very good,2024-11-01,Pros (+) Situation roof top,Situation roof top
citizenM New York Times Square,8.0,Very good,2024-11-01,"Pros (+) Location, staff, amenities","Location, staff, amenities"
citizenM New York Times Square,10,Wonderful,2024-11-01,"Pros (+) Room was great on 10th Floor. Lifts were fine fairly quick bar one day but to be expected. Breakfast was good, plenty of choice although healthy food does not really appear on the menu except for fruit salad.","Room was great on 10th Floor. Lifts were fine fairly quick bar one day but to be expected. Breakfast was good, plenty of choice although healthy food does not really appear on the menu except for fruit salad."
citizenM New York Times Square,9.0,Wonderful,2024-11-01,Pros (+) Location,Location
The Peninsula New York,9.0,Wonderful,2024-12-01,"Pros (+) A beautiful, classic hotel with impeccable facilities.","A beautiful, classic hotel with impeccable facilities."
The Peninsula New York,10,Wonderful,2024-12-01,"Pros (+) The newly decorated rooms now make the New York Peninsula stand out now above the rest , The Pool is a bonus and the food is always Great , Highly Recommended","The newly decorated rooms now make the New York Peninsula stand out now above the rest , The Pool is a bonus and the food is always Great , Highly Recommended"
The Peninsula New York,8.0,Very good,2024-11-01,Pros (+) breakfast,breakfast
The Peninsula New York,8.0,Very good,2024-11-01,Pros (+) Gym. Shower. Bed,Gym. Shower. Bed
The Peninsula New York,10,Wonderful,2024-10-01,Pros (+) Calm peacefulness. Professional yet friendly staff. Free coffee in the morning. The swimming pool.,Calm peacefulness. Professional yet friendly staff. Free coffee in the morning. The swimming pool.
The Peninsula New York,9.0,Wonderful,2024-10-01,"Pros (+) Location , attentive helpful staff . They all made sure we are well taken care off . They truly made our stay memorable :))","Location , attentive helpful staff . They all made sure we are well taken care off . They truly made our stay memorable :))"
The Peninsula New York,,Okay,2024-10-01,Pros (+) Very comfortable bed.,Very comfortable bed.
The Peninsula New York,9.0,Wonderful,2024-08-01,"Pros (+) I believe the hotel keeps the ""born of Peninsula soul"" in the heart of New York. The location was in the perfect place that can ever be. Rooms were just renovated and you can use technology till to the end as you may can. Rooms were surrounded by big TV that you may also enjoy your own videos, or mobile phone by connecting them. Beds were awful comfortable, bathroom is well marbled and designed al...","I believe the hotel keeps the ""born of Peninsula soul"" in the heart of New York. The location was in the perfect place that can ever be. Rooms were just renovated and you can use technology till to the end as you may can. Rooms were surrounded by big TV that you may also enjoy your own videos, or mobile phone by connecting them. Beds were awful comfortable, bathroom is well marbled and designed al..."
The Peninsula New York,9.0,Wonderful,2024-07-01,"Pros (+) The staff was awesome, but the shower was broken and it took time to get it fixed. That being said, they offered me keys to another room. Great breakfast. Kind staff. Wonderful gym. The pool is not large but good for basic laps, not crowded, and beautiful views. Super nice staff in both the gym and pool. Very comfortable rooms. Great beds.","The staff was awesome, but the shower was broken and it took time to get it fixed. That being said, they offered me keys to another room. Great breakfast. Kind staff. Wonderful gym. The pool is not large but good for basic laps, not crowded, and beautiful views. Super nice staff in both the gym and pool. Very comfortable rooms. Great beds."
The Peninsula New York,10,Wonderful,2024-07-01,Pros (+) Service,Service
Hyatt Centric Times Square New York,10,Wonderful,2024-12-01,"Pros (+) perfect central location room bigger than expected, super clean staff was exceptional","perfect central location room bigger than expected, super clean staff was exceptional"
Hyatt Centric Times Square New York,8.0,Very good,2024-12-01,"Pros (+) The staff was super friendly and helpful. All of them, not just one or two.","The staff was super friendly and helpful. All of them, not just one or two."
Hyatt Centric Times Square New York,9.0,Wonderful,2024-12-01,Pros (+) Front desk stuff were very friendly and went above and beyond to help. Mark welcomed us with a smile he was very accommodating.,Front desk stuff were very friendly and went above and beyond to help. Mark welcomed us with a smile he was very accommodating.
Hyatt Centric Times Square New York,10,Wonderful,2024-12-01,Pros (+) The location was great. We could easily walk to all the popular locations.,The location was great. We could easily walk to all the popular locations.
Hyatt Centric Times Square New York,,Mediocre,2024-12-01,Pros (+) location,location
Hyatt Centric Times Square New York,9.0,Wonderful,2024-11-01,Pros (+) Close to Central Park . Stayed for my NYC marathon,Close to Central Park . Stayed for my NYC marathon
Hyatt Centric Times Square New York,9.0,Wonderful,2024-11-01,"Pros (+) Very spacious and comfortable room, great staff, great location","Very spacious and comfortable room, great staff, great location"
Hyatt Centric Times Square New York,10,Wonderful,2024-11-01,Pros (+) The location is perfect. All staff encountered were helpful and friendly. Valet service was fast and smooth.,The location is perfect. All staff encountered were helpful and friendly. Valet service was fast and smooth.
Hyatt Centric Times Square New York,,Okay,2024-11-01,Pros (+) Only the location!,Only the location!
Hyatt Centric Times Square New York,8.0,Very good,2024-11-01,,Excelent
Sofitel New York,10,Wonderful,2024-12-01,"Pros (+) Bed was so comfortable, room spacious and warm. Great location 👌","Bed was so comfortable, room spacious and warm. Great location 👌"
Sofitel New York,10,Wonderful,2024-12-01,"Pros (+) good location, good service","good location, good service"
Sofitel New York,9.0,Wonderful,2024-12-01,Pros (+) Great location Beautiful hotel,Great location Beautiful hotel
Sofitel New York,10,Wonderful,2024-12-01,"Pros (+) Room was excellent, location was very central ,close to times square etc,","Room was excellent, location was very central ,close to times square etc,"
Sofitel New York,8.4,Very good,2024-12-01,,The hotel is located within walking distance to everywhere. It’s about 5mins walk to Time Square and both my son and myself we love it. The room is huge for NYC and it is very clean. Staff is friendly and we really enjoy our stay there. If we were to come back to NYC we will for sure stay at Sofitel again
Sofitel New York,10,Wonderful,2024-12-01,,"Hotel is in best location in NYC, few minutes walk to busiest streets of New York ...Time Square and subways stations are all over the premises. Staff were very helpful at all times, room was cleaned everyday. Definitely will recommend staying at Sofitel New York to all who want to explore NYC."
Sofitel New York,,Fair,2024-11-01,,"Bad experience from the checkin until the checkout. Receptionist during the check in process was unfriendly. The mini-bar in the room was having food with bad smell that left from the previous guest, called the home service to clean the mini bar, they took out the food from the mini-bar without cleaning the mini-bar. During the checkout the valet offered me to get a taxi to the airport ride, agree..."
Sofitel New York,10,Wonderful,2024-11-01,Pros (+) location,location
Sofitel New York,10,Wonderful,2024-11-01,Pros (+) Close to everything Good location Clean rooms Great shower,Close to everything Good location Clean rooms Great shower
Sofitel New York,8.4,Very good,2024-11-01,,OF COURSE NEW YORK IS VERY EXPENSIVE SO THAT IS SOFITEL
Park Hyatt New York,9.0,Wonderful,2024-08-01,Pros (+) Good location and service.,Good location and service.
Park Hyatt New York,,Mediocre,2024-01-01,Pros (+) the hotel location is strategic,the hotel location is strategic
Park Hyatt New York,10,Wonderful,2017-10-01,Pros (+) Very attentive staff. Wonderful pool and spa area,Very attentive staff. Wonderful pool and spa area
Park Hyatt New York,,Fair,2017-10-01,Pros (+) Location and cleanings,Location and cleanings
Park Hyatt New York,10,Wonderful,2017-10-01,Pros (+) Arriving at the hotel is an experience in itself. The valets seem more like part of the secret service than bag carriers - they asked my name and radioed up to reception that I was on my way by ...,Arriving at the hotel is an experience in itself. The valets seem more like part of the secret service than bag carriers - they asked my name and radioed up to reception that I was on my way by ...
Park Hyatt New York,10,Wonderful,2017-09-01,Pros (+) Good location ex excellent room upgrade,Good location ex excellent room upgrade
Park Hyatt New York,9.2,Wonderful,2017-08-01,"Pros (+) reception, concierge, luggage : all AAA. wonderful room & my son adored the tender chicken & fries.","reception, concierge, luggage : all AAA. wonderful room & my son adored the tender chicken & fries."
Park Hyatt New York,9.6,Wonderful,2017-07-01,"Pros (+) Big rooms , great location and staff, room service and the food was good","Big rooms , great location and staff, room service and the food was good"
Park Hyatt New York,,Poor,2017-07-01,,Very badly managed hotel… the service was poor and the room had several items broken and the housekeeping didn't know how to fix them…
Park Hyatt New York,,Poor,2017-07-01,,Very badly managed hotel… the service was poor and the room had several items broken and the housekeeping didn't know how to fix them…
M Social Hotel Times Square New York,8.0,Very good,2024-12-01,"Pros (+) The location was perfect and the reception/lounge/terrace bar area was lovely to hang out in, especially when there was a live DJ! The views from the bar and the room were so amazing! Staff were lovely and couldn’t be more helpful, great people! The only problem with the hotel was the lifts! If you have stayed here you will know! There are 4 lifts to get to the rooms and when leaving the room in t...","The location was perfect and the reception/lounge/terrace bar area was lovely to hang out in, especially when there was a live DJ! The views from the bar and the room were so amazing! Staff were lovely and couldn’t be more helpful, great people! The only problem with the hotel was the lifts! If you have stayed here you will know! There are 4 lifts to get to the rooms and when leaving the room in t..."
M Social Hotel Times Square New York,10,Wonderful,2024-12-01,Pros (+) Location,Location
M Social Hotel Times Square New York,8.0,Very good,2024-12-01,Pros (+) The location is great. The room was clean and functional.,The location is great. The room was clean and functional.
M Social Hotel Times Square New York,,Fair,2024-12-01,Pros (+) Location,Location
M Social Hotel Times Square New York,,Good,2024-12-01,"Pros (+) The location is excellent, right in the centre of Manhattan. The bathroom was clean and bed was comfortable.","The location is excellent, right in the centre of Manhattan. The bathroom was clean and bed was comfortable."
M Social Hotel Times Square New York,8.0,Very good,2024-12-01,Pros (+) The rooms were very clean and upscale. Very comfortable beds.,The rooms were very clean and upscale. Very comfortable beds.
M Social Hotel Times Square New York,10,Wonderful,2024-12-01,Pros (+) Great room and nice people,Great room and nice people
M Social Hotel Times Square New York,8.0,Very good,2024-12-01,Pros (+) Location,Location
M Social Hotel Times Square New York,10,Wonderful,2024-12-01,"Pros (+) The location of the proper is great, just one minute walk to subway station and two minutes walk to the timea square.we stayed at high floor level with Times Square view and that was an amazing view! Staff are so friendly and professional.","The location of the proper is great, just one minute walk to subway station and two minutes walk to the timea square.we stayed at high floor level with Times Square view and that was an amazing view! Staff are so friendly and professional."
M Social Hotel Times Square New York,,Good,2024-12-01,"Pros (+) Location is only 5 mins from Times Square Easy access to everything I truly appreciate Tony the security man who was truly welcoming & took care of my luggage, received packages & extremely friendly + helpful.. Huge Thank u Tony 🙏🏽","Location is only 5 mins from Times Square Easy access to everything I truly appreciate Tony the security man who was truly welcoming & took care of my luggage, received packages & extremely friendly + helpful.. Huge Thank u Tony 🙏🏽"
The St. Regis New York,10,Wonderful,2024-12-01,"Pros (+) Your doormen are delightful! And our Butler, Julia was lovely","Your doormen are delightful! And our Butler, Julia was lovely"
The St. Regis New York,10,Wonderful,2024-10-01,,Breakfast
The St. Regis New York,10,Wonderful,2024-10-01,Pros (+) Excellent service and room amenities.,Excellent service and room amenities.
The St. Regis New York,,Poor,2024-07-01,Pros (+) The room was clean and the location is amazing,The room was clean and the location is amazing
The St. Regis New York,,Fair,2024-07-01,Pros (+) In full renovation you should have warned us,In full renovation you should have warned us
The St. Regis New York,,Good,2024-05-01,Pros (+) The location and the room,The location and the room
The St. Regis New York,,Poor,2024-05-01,"Pros (+) Nothing, it’s like a motel. I never seen such bad service and also no one seems caring about the guest.","Nothing, it’s like a motel. I never seen such bad service and also no one seems caring about the guest."
The St. Regis New York,10,Wonderful,2024-02-01,"Pros (+) Location, comfort, beautiful hotel. Lovely Christmas decorations.","Location, comfort, beautiful hotel. Lovely Christmas decorations."
The St. Regis New York,10,Wonderful,2023-12-01,Pros (+) Everything,Everything
The St. Regis New York,8.0,Very good,2023-11-01,Pros (+) I enjoyed the butler service it was great. The staff very nice and the feeling of warmth.,I enjoyed the butler service it was great. The staff very nice and the feeling of warmth.
"Mandarin Oriental, New York",10,Wonderful,2024-10-01,"Pros (+) Amazing views, large rooms","Amazing views, large rooms"
"Mandarin Oriental, New York",8.0,Very good,2024-08-01,Pros (+) Everything they have.,Everything they have.
"Mandarin Oriental, New York",10,Wonderful,2024-08-01,Pros (+) Excellent staff. Great service. Very courteous. Food is good. Spa is wonderful.,Excellent staff. Great service. Very courteous. Food is good. Spa is wonderful.
"Mandarin Oriental, New York",10,Wonderful,2024-07-01,Pros (+) This place is amazing! Everything is thoughtful and the staff are so attentive. The kids robe and toys are a beautiful touch.,This place is amazing! Everything is thoughtful and the staff are so attentive. The kids robe and toys are a beautiful touch.
"Mandarin Oriental, New York",10,Wonderful,2024-06-01,Pros (+) every thing,every thing
"Mandarin Oriental, New York",10,Wonderful,2024-06-01,Pros (+) Great location and amazing central park view,Great location and amazing central park view
"Mandarin Oriental, New York",,Fair,2024-05-01,Pros (+) Excellent location.,Excellent location.
"Mandarin Oriental, New York",8.0,Very good,2024-05-01,"Pros (+) Location was wonderful, staff was amazing and extremely pleasant. The room looked a little dated though. You couldn’t ask for a better location, right on Columbus Circle. I would return.","Location was wonderful, staff was amazing and extremely pleasant. The room looked a little dated though. You couldn’t ask for a better location, right on Columbus Circle. I would return."
"Mandarin Oriental, New York",10,Wonderful,2024-05-01,,"Elegance, comfort, 100% service oriented, beautiful, spotless . . . Five Star in every way"
"Mandarin Oriental, New York",9.0,Wonderful,2024-04-01,Pros (+) Great location and love that they could install a bidet in the WC,Great location and love that they could install a bidet in the WC
Freehand New York,10,Wonderful,2024-12-01,"Pros (+) Super helpful and friendly staff, comfy amenities, didn’t hear anyone else our whole stay, and located right next to a subway line","Super helpful and friendly staff, comfy amenities, didn’t hear anyone else our whole stay, and located right next to a subway line"
Freehand New York,,Okay,2024-12-01,Pros (+) Location; bed,Location; bed
Freehand New York,,Okay,2024-12-01,Pros (+) The location was amazing! The Hotel had a very nice travellers Vibe! The cafes and restaurant were good too.,The location was amazing! The Hotel had a very nice travellers Vibe! The cafes and restaurant were good too.
Freehand New York,10,Wonderful,2024-12-01,Pros (+) Lovely decor and friendly staff. Room was decent size for 3 people and able to lay suitcases out on floor Perfect location too,Lovely decor and friendly staff. Room was decent size for 3 people and able to lay suitcases out on floor Perfect location too
Freehand New York,,Okay,2024-12-01,"Pros (+) Location was convenient, staff was friendly and helpful, LOVED the staff. There was always lots of staff, making the environment feel safe.","Location was convenient, staff was friendly and helpful, LOVED the staff. There was always lots of staff, making the environment feel safe."
Freehand New York,,Good,2024-12-01,Pros (+) Location. Easy access to buses and Subway to travel full length of Lexington Park AVE Madison Ave.,Location. Easy access to buses and Subway to travel full length of Lexington Park AVE Madison Ave.
Freehand New York,,Poor,2024-12-01,,I was given a room facing a brick wall to start with. They moved me to another. In which I was bitten - legs and back both nights. In addition I was charged double the first night the second night - which made no sense. I explained and sent photos of the bites and no one has got back to me. I've written four times.
Freehand New York,9.0,Wonderful,2024-12-01,Pros (+) Perfect for our 2 nights in NYC for a concert at Madison Square Gardens. Great neighborhood and local restaurants.,Perfect for our 2 nights in NYC for a concert at Madison Square Gardens. Great neighborhood and local restaurants.
Freehand New York,10,Wonderful,2024-12-01,"Pros (+) Loved the atmosphere, the location and the staff","Loved the atmosphere, the location and the staff"
Freehand New York,,Good,2024-11-01,"Pros (+) comfortable bed, great shower","comfortable bed, great shower"
Refinery Hotel,10,Wonderful,2024-12-01,Pros (+) Spacious Room! Comfortable bed! Yummy food! Great staff! Recipe for a great stay,Spacious Room! Comfortable bed! Yummy food! Great staff! Recipe for a great stay
Refinery Hotel,8.0,Very good,2024-12-01,Pros (+) Location restaurants and staff,Location restaurants and staff
Refinery Hotel,8.0,Very good,2024-11-01,"Pros (+) Location, large rooms, friendly staff","Location, large rooms, friendly staff"
Refinery Hotel,10,Wonderful,2024-11-01,Pros (+) Nice welcome details in the room for our arrival. Loved the deco of our room and the bathroom. Bottles of water kindly provided every day at reception. Big and confortable room for a family of 4 with a ESB view from our window! Perfect location within walking distance to all main spots in Manhattan. Rooftop bar and terrace with superb ESB view! I will go back :-),Nice welcome details in the room for our arrival. Loved the deco of our room and the bathroom. Bottles of water kindly provided every day at reception. Big and confortable room for a family of 4 with a ESB view from our window! Perfect location within walking distance to all main spots in Manhattan. Rooftop bar and terrace with superb ESB view! I will go back :-)
Refinery Hotel,10,Wonderful,2024-11-01,"Pros (+) Large rooms, great beds, perfect location & super kind staff","Large rooms, great beds, perfect location & super kind staff"
Refinery Hotel,10,Wonderful,2024-11-01,Pros (+) Great location - rooms large for NYC - staff super helpful,Great location - rooms large for NYC - staff super helpful
Refinery Hotel,8.0,Very good,2024-10-01,Pros (+) The vibe...a little dated,The vibe...a little dated
Refinery Hotel,9.0,Wonderful,2024-10-01,Pros (+) Friendly service. Cool vibe and comfortable rooms.,Friendly service. Cool vibe and comfortable rooms.
Refinery Hotel,10,Wonderful,2024-10-01,Pros (+) The rooms,The rooms
Refinery Hotel,9.0,Wonderful,2024-09-01,Pros (+) Great service. Room was very nice and clean. Great rooftop bar.,Great service. Room was very nice and clean. Great rooftop bar.
1 Hotel Central Park,10,Wonderful,2024-12-01,Pros (+) Location. Good restaurant.,Location. Good restaurant.
1 Hotel Central Park,10,Wonderful,2024-11-01,Pros (+) Loved location staff and lovely large room on 15 th floor. Applaud the recycled conservation vibe throughout but more light in the room would have been appreciated,Loved location staff and lovely large room on 15 th floor. Applaud the recycled conservation vibe throughout but more light in the room would have been appreciated
1 Hotel Central Park,9.0,Wonderful,2024-11-01,Pros (+) All of it! The welcoming vibe and autumn ambiance at its most beautiful inspired nature like and with Central Park views. Top nicest client service and spacious wonderful rooms spacious Hope we will come back,All of it! The welcoming vibe and autumn ambiance at its most beautiful inspired nature like and with Central Park views. Top nicest client service and spacious wonderful rooms spacious Hope we will come back
1 Hotel Central Park,10,Wonderful,2024-11-01,"Pros (+) The Location is exceptional. The rooms are sufficiently large and the staff was excellent, very accommodating and not fake friendly. Big compliment to the staff. Free apples in Big apple. Barber shop next street..Hair Samurai Kazuhiro insider tip...all our family want to stay for months.","The Location is exceptional. The rooms are sufficiently large and the staff was excellent, very accommodating and not fake friendly. Big compliment to the staff. Free apples in Big apple. Barber shop next street..Hair Samurai Kazuhiro insider tip...all our family want to stay for months."
1 Hotel Central Park,,Poor,2024-11-01,Pros (+) Close to Central Park,Close to Central Park
1 Hotel Central Park,10,Wonderful,2024-11-01,,The doors are not solid enough as I heard someone in and out of the room all throughout the night.
1 Hotel Central Park,8.0,Very good,2024-10-01,"Pros (+) Fantastic location. My room was functional and the bed extremely comfy. The atmosphere on arrival in the lobby was vibrant and gave a great feeling of contemporary care. The Concierge was truly helpful and the doormen enthusiastic in helping us. The bar & cafe downstairs had great vibe, service & delicious choices.","Fantastic location. My room was functional and the bed extremely comfy. The atmosphere on arrival in the lobby was vibrant and gave a great feeling of contemporary care. The Concierge was truly helpful and the doormen enthusiastic in helping us. The bar & cafe downstairs had great vibe, service & delicious choices."
1 Hotel Central Park,10,Wonderful,2024-10-01,"Pros (+) Location, decor, cleanliness were all fantastic. Modern, funky, natural - so much better than a traditional 4* hotel. Loved the restaurant and bar area and breakfasts. Yoga mats and foam rollers in the room were a brilliant touch. A hotel that does the details excellently.","Location, decor, cleanliness were all fantastic. Modern, funky, natural - so much better than a traditional 4* hotel. Loved the restaurant and bar area and breakfasts. Yoga mats and foam rollers in the room were a brilliant touch. A hotel that does the details excellently."
1 Hotel Central Park,,Poor,2024-10-01,Pros (+) The location was walking distance from many attractions.,The location was walking distance from many attractions.
1 Hotel Central Park,,Good,2024-09-01,Pros (+) Nice,Nice
Arlo Midtown,10,Wonderful,2024-12-01,"Pros (+) I read the reviews and it sold me. The location is perfect. Close to everything but tucked away so the noise level is not bad at all. In fact it’s quiet at night! The hotel is beautiful, decorated perfectly and so functional and comfortable. The staff could not have been nicer and so helpful. They look like they enjoy their jobs. It was decorated beautifully for Christmas too. The food was outstan...","I read the reviews and it sold me. The location is perfect. Close to everything but tucked away so the noise level is not bad at all. In fact it’s quiet at night! The hotel is beautiful, decorated perfectly and so functional and comfortable. The staff could not have been nicer and so helpful. They look like they enjoy their jobs. It was decorated beautifully for Christmas too. The food was outstan..."
Arlo Midtown,10,Wonderful,2024-12-01,"Pros (+) Everything. Spotless clean. Absolutely Fantastic staff and super location. I can't fault anything. I particularly want to thank Mark, Richard and Jason for being so helpful when I lost a special momento that I bought as a souvenir and got personalised in Maceys. I had already left newyork when I realised it was gone. And I was very upset as this was a momento of our honeymoon . I called Arlo to se...","Everything. Spotless clean. Absolutely Fantastic staff and super location. I can't fault anything. I particularly want to thank Mark, Richard and Jason for being so helpful when I lost a special momento that I bought as a souvenir and got personalised in Maceys. I had already left newyork when I realised it was gone. And I was very upset as this was a momento of our honeymoon . I called Arlo to se..."
Arlo Midtown,9.0,Wonderful,2024-12-01,"Pros (+) Fantastic location, great staff","Fantastic location, great staff"
Arlo Midtown,,Poor,2024-12-01,Pros (+) Location good and coffee shop excellent,Location good and coffee shop excellent
Arlo Midtown,10,Wonderful,2024-12-01,"Pros (+) Great location, quiet at night, helpful staff.","Great location, quiet at night, helpful staff."
Arlo Midtown,10,Wonderful,2024-12-01,Pros (+) Location great. Manager very responsive about my complaint re 10% food/drinks however discount.,Location great. Manager very responsive about my complaint re 10% food/drinks however discount.
